country,code,dates,rate,Gender
Sub-Saharan Africa (IDA & IBRD countries),TSS,1983,,Male
Trinidad and Tobago,TTO,1983,,Male
Tunisia,TUN,1983,,Male
Turkiye,TUR,1983,,Male
Tuvalu,TUV,1983,,Male
Tanzania,TZA,1983,,Male
Uganda,UGA,1983,,Male
Ukraine,UKR,1983,,Male
Upper middle income,UMC,1983,82.2995986938477,Male
Uruguay,URY,1983,,Male
United States,USA,1983,,Male
Uzbekistan,UZB,1983,,Male
St. Vincent and the Grenadines,VCT,1983,,Male
"Venezuela, RB",VEN,1983,,Male
British Virgin Islands,VGB,1983,,Male
Virgin Islands (U.S.),VIR,1983,,Male
Viet Nam,VNM,1983,,Male
Vanuatu,VUT,1983,,Male
World,WLD,1983,77.6887893676758,Male
Samoa,WSM,1983,,Male
Kosovo,XKX,1983,,Male
"Yemen, Rep.",YEM,1983,,Male
South Africa,ZAF,1983,,Male
Zambia,ZMB,1983,,Male
Zimbabwe,ZWE,1983,,Male
Aruba,ABW,1984,,Male
Africa Eastern and Southern,AFE,1984,,Male
Afghanistan,AFG,1984,,Male
Africa Western and Central,AFW,1984,,Male
Angola,AGO,1984,,Male
Albania,ALB,1984,,Male
Andorra,AND,1984,,Male
Arab World,ARB,1984,63.1432418823242,Male
United Arab Emirates,ARE,1984,,Male
Argentina,ARG,1984,,Male
Armenia,ARM,1984,,Male
American Samoa,ASM,1984,,Male
Antigua and Barbuda,ATG,1984,,Male
Australia,AUS,1984,,Male
Austria,AUT,1984,,Male
Azerbaijan,AZE,1984,,Male
Burundi,BDI,1984,,Male
Belgium,BEL,1984,,Male
Benin,BEN,1984,,Male
Burkina Faso,BFA,1984,,Male
Bangladesh,BGD,1984,,Male
Bulgaria,BGR,1984,,Male
Bahrain,BHR,1984,,Male
"Bahamas, The",BHS,1984,,Male
Bosnia and Herzegovina,BIH,1984,,Male
Belarus,BLR,1984,,Male
Belize,BLZ,1984,,Male
Bermuda,BMU,1984,,Male
Bolivia,BOL,1984,,Male
Brazil,BRA,1984,,Male
Barbados,BRB,1984,,Male
Brunei Darussalam,BRN,1984,,Male
Bhutan,BTN,1984,,Male
Botswana,BWA,1984,,Male
Central African Republic,CAF,1984,,Male
Canada,CAN,1984,,Male
Central Europe and the Baltics,CEB,1984,99.0372695922852,Male
Switzerland,CHE,1984,,Male
Channel Islands,CHI,1984,,Male
Chile,CHL,1984,,Male
China,CHN,1984,,Male
Cote d'Ivoire,CIV,1984,,Male
Cameroon,CMR,1984,,Male
"Congo, Dem. Rep.",COD,1984,,Male
"Congo, Rep.",COG,1984,71.0,Male
Colombia,COL,1984,,Male
Comoros,COM,1984,,Male
Cabo Verde,CPV,1984,,Male
Costa Rica,CRI,1984,93.0,Male
Caribbean small states,CSS,1984,,Male
Cuba,CUB,1984,,Male
Curacao,CUW,1984,,Male
Cayman Islands,CYM,1984,,Male
Cyprus,CYP,1984,,Male
Czechia,CZE,1984,,Male
Germany,DEU,1984,,Male
Djibouti,DJI,1984,,Male
Dominica,DMA,1984,,Male
Denmark,DNK,1984,,Male
Dominican Republic,DOM,1984,,Male
Algeria,DZA,1984,,Male
East Asia & Pacific (excluding high income),EAP,1984,83.0347671508789,Male
Early-demographic dividend,EAR,1984,64.2430725097656,Male
East Asia & Pacific,EAS,1984,83.5972366333008,Male
Europe & Central Asia (excluding high income),ECA,1984,,Male
Europe & Central Asia,ECS,1984,,Male
Ecuador,ECU,1984,,Male
"Egypt, Arab Rep.",EGY,1984,,Male
Euro area,EMU,1984,,Male
Eritrea,ERI,1984,,Male
Spain,ESP,1984,,Male
Estonia,EST,1984,,Male
Ethiopia,ETH,1984,,Male
European Union,EUU,1984,,Male
Fragile and conflict affected situations,FCS,1984,,Male
Finland,FIN,1984,,Male
Fiji,FJI,1984,,Male
France,FRA,1984,,Male
Faroe Islands,FRO,1984,,Male
"Micronesia, Fed. Sts.",FSM,1984,,Male
Gabon,GAB,1984,,Male
United Kingdom,GBR,1984,,Male
Georgia,GEO,1984,,Male
Ghana,GHA,1984,,Male
Gibraltar,GIB,1984,,Male
Guinea,GIN,1984,,Male
"Gambia, The",GMB,1984,,Male
Guinea-Bissau,GNB,1984,,Male
Equatorial Guinea,GNQ,1984,,Male
Greece,GRC,1984,,Male
Grenada,GRD,1984,,Male
Greenland,GRL,1984,,Male
Guatemala,GTM,1984,,Male
Guam,GUM,1984,,Male
Guyana,GUY,1984,,Male
High income,HIC,1984,,Male
"Hong Kong SAR, China",HKG,1984,,Male
Honduras,HND,1984,,Male
Heavily indebted poor countries (HIPC),HPC,1984,,Male
Croatia,HRV,1984,,Male
Haiti,HTI,1984,,Male
Hungary,HUN,1984,,Male
IBRD only,IBD,1984,77.4952392578125,Male
IDA & IBRD total,IBT,1984,73.8660202026367,Male
IDA total,IDA,1984,56.3070106506348,Male
IDA blend,IDB,1984,57.8163414001465,Male
Indonesia,IDN,1984,,Male
IDA only,IDX,1984,55.5526504516602,Male
Isle of Man,IMN,1984,,Male
India,IND,1984,,Male
Not classified,INX,1984,,Male
Ireland,IRL,1984,,Male
"Iran, Islamic Rep.",IRN,1984,,Male
Iraq,IRQ,1984,,Male
Iceland,ISL,1984,,Male
Israel,ISR,1984,,Male
Italy,ITA,1984,,Male
Jamaica,JAM,1984,,Male
Jordan,JOR,1984,,Male
Japan,JPN,1984,,Male
Kazakhstan,KAZ,1984,,Male
Kenya,KEN,1984,,Male
Kyrgyz Republic,KGZ,1984,,Male
Cambodia,KHM,1984,,Male
Kiribati,KIR,1984,,Male
St. Kitts and Nevis,KNA,1984,,Male
"Korea, Rep.",KOR,1984,,Male
Kuwait,KWT,1984,,Male
Latin America & Caribbean (excluding high income),LAC,1984,83.3428497314453,Male
Lao PDR,LAO,1984,,Male
Lebanon,LBN,1984,,Male
Liberia,LBR,1984,45.0,Male
Libya,LBY,1984,77.0,Male
St. Lucia,LCA,1984,,Male
Latin America & Caribbean,LCN,1984,84.0555572509766,Male
Least developed countries: UN classification,LDC,1984,52.9130897521973,Male
Low income,LIC,1984,,Male
Liechtenstein,LIE,1984,,Male
Sri Lanka,LKA,1984,,Male
Lower middle income,LMC,1984,60.0136909484863,Male
Low & middle income,LMY,1984,73.4899597167969,Male
Lesotho,LSO,1984,,Male
Late-demographic dividend,LTE,1984,84.7529678344727,Male
Lithuania,LTU,1984,,Male
Luxembourg,LUX,1984,,Male
Latvia,LVA,1984,,Male
"Macao SAR, China",MAC,1984,,Male
St. Martin (French part),MAF,1984,,Male
Morocco,MAR,1984,,Male
Monaco,MCO,1984,,Male
Moldova,MDA,1984,,Male
Madagascar,MDG,1984,,Male
Maldives,MDV,1984,,Male
Middle East & North Africa,MEA,1984,64.0036468505859,Male
Mexico,MEX,1984,,Male
Marshall Islands,MHL,1984,,Male
Middle income,MIC,1984,74.5109786987305,Male
North Macedonia,MKD,1984,,Male
Mali,MLI,1984,,Male
Malta,MLT,1984,,Male
Myanmar,MMR,1984,,Male
Middle East & North Africa (excluding high income),MNA,1984,61.5953712463379,Male
Montenegro,MNE,1984,,Male
Mongolia,MNG,1984,,Male
Northern Mariana Islands,MNP,1984,,Male
Mozambique,MOZ,1984,,Male
Mauritania,MRT,1984,,Male
Mauritius,MUS,1984,,Male
Malawi,MWI,1984,,Male
Malaysia,MYS,1984,,Male
North America,NAC,1984,,Male
Namibia,NAM,1984,,Male
New Caledonia,NCL,1984,,Male
Niger,NER,1984,,Male
Nigeria,NGA,1984,,Male
Nicaragua,NIC,1984,,Male
Netherlands,NLD,1984,,Male
Norway,NOR,1984,,Male
Nepal,NPL,1984,,Male
Nauru,NRU,1984,,Male
New Zealand,NZL,1984,,Male
OECD members,OED,1984,,Male
Oman,OMN,1984,,Male
Other small states,OSS,1984,75.3545684814453,Male
Pakistan,PAK,1984,,Male
Panama,PAN,1984,,Male
Peru,PER,1984,,Male
Philippines,PHL,1984,,Male
Palau,PLW,1984,,Male
Papua New Guinea,PNG,1984,,Male
Poland,POL,1984,,Male
Pre-demographic dividend,PRE,1984,,Male
Puerto Rico,PRI,1984,,Male
"Korea, Dem. People's Rep.",PRK,1984,,Male
Portugal,PRT,1984,,Male
Paraguay,PRY,1984,,Male
West Bank and Gaza,PSE,1984,,Male
Pacific island small states,PSS,1984,,Male
Post-demographic dividend,PST,1984,,Male
French Polynesia,PYF,1984,,Male
Qatar,QAT,1984,,Male
Romania,ROU,1984,,Male
Russian Federation,RUS,1984,,Male
Rwanda,RWA,1984,,Male
South Asia,SAS,1984,53.9565391540527,Male
Saudi Arabia,SAU,1984,,Male
Sudan,SDN,1984,,Male
Senegal,SEN,1984,,Male
Singapore,SGP,1984,,Male
Solomon Islands,SLB,1984,,Male
Sierra Leone,SLE,1984,,Male
El Salvador,SLV,1984,,Male
San Marino,SMR,1984,,Male
Somalia,SOM,1984,,Male
Serbia,SRB,1984,,Male
Sub-Saharan Africa (excluding high income),SSA,1984,,Male
South Sudan,SSD,1984,,Male
Sub-Saharan Africa,SSF,1984,,Male
Small states,SST,1984,,Male
Sao Tome and Principe,STP,1984,,Male
Suriname,SUR,1984,,Male
Slovak Republic,SVK,1984,,Male
Slovenia,SVN,1984,,Male
Sweden,SWE,1984,,Male
Eswatini,SWZ,1984,,Male
Sint Maarten (Dutch part),SXM,1984,,Male
Seychelles,SYC,1984,,Male
Syrian Arab Republic,SYR,1984,,Male
Turks and Caicos Islands,TCA,1984,,Male
Chad,TCD,1984,,Male
East Asia & Pacific (IDA & IBRD countries),TEA,1984,82.8140106201172,Male
Europe & Central Asia (IDA & IBRD countries),TEC,1984,97.7100219726562,Male
Togo,TGO,1984,,Male
Thailand,THA,1984,,Male
Tajikistan,TJK,1984,,Male
Turkmenistan,TKM,1984,,Male
Latin America & the Caribbean (IDA & IBRD countries),TLA,1984,83.4965362548828,Male
Timor-Leste,TLS,1984,,Male
Middle East & North Africa (IDA & IBRD countries),TMN,1984,61.3523788452148,Male
Tonga,TON,1984,,Male
South Asia (IDA & IBRD),TSA,1984,53.9565391540527,Male
Sub-Saharan Africa (IDA & IBRD countries),TSS,1984,,Male
Trinidad and Tobago,TTO,1984,,Male
Tunisia,TUN,1984,60.0,Male
Turkiye,TUR,1984,,Male
Tuvalu,TUV,1984,,Male
Tanzania,TZA,1984,,Male
Uganda,UGA,1984,,Male
Ukraine,UKR,1984,,Male
Upper middle income,UMC,1984,83.0313415527344,Male
Uruguay,URY,1984,,Male
United States,USA,1984,,Male
Uzbekistan,UZB,1984,,Male
St. Vincent and the Grenadines,VCT,1984,,Male
"Venezuela, RB",VEN,1984,,Male
British Virgin Islands,VGB,1984,,Male
Virgin Islands (U.S.),VIR,1984,,Male
Viet Nam,VNM,1984,,Male
Vanuatu,VUT,1984,62.310001373291,Male
World,WLD,1984,78.164909362793,Male
Samoa,WSM,1984,,Male
Kosovo,XKX,1984,,Male
"Yemen, Rep.",YEM,1984,,Male
South Africa,ZAF,1984,,Male
Zambia,ZMB,1984,,Male
Zimbabwe,ZWE,1984,,Male
Aruba,ABW,1985,,Male
Africa Eastern and Southern,AFE,1985,,Male
Afghanistan,AFG,1985,,Male
Africa Western and Central,AFW,1985,52.2818717956543,Male
Angola,AGO,1985,,Male
Albania,ALB,1985,,Male
Andorra,AND,1985,,Male
Arab World,ARB,1985,63.82958984375,Male
United Arab Emirates,ARE,1985,72.0,Male
Argentina,ARG,1985,,Male
Armenia,ARM,1985,,Male
American Samoa,ASM,1985,,Male
Antigua and Barbuda,ATG,1985,,Male
Australia,AUS,1985,,Male
Austria,AUT,1985,,Male
Azerbaijan,AZE,1985,,Male
Burundi,BDI,1985,,Male
Belgium,BEL,1985,,Male
Benin,BEN,1985,,Male
Burkina Faso,BFA,1985,,Male
Bangladesh,BGD,1985,,Male
Bulgaria,BGR,1985,,Male
Bahrain,BHR,1985,,Male
"Bahamas, The",BHS,1985,,Male
Bosnia and Herzegovina,BIH,1985,,Male
Belarus,BLR,1985,,Male
Belize,BLZ,1985,,Male
Bermuda,BMU,1985,,Male
Bolivia,BOL,1985,,Male
Brazil,BRA,1985,,Male
Barbados,BRB,1985,,Male
Brunei Darussalam,BRN,1985,,Male
Bhutan,BTN,1985,,Male
Botswana,BWA,1985,,Male
Central African Republic,CAF,1985,,Male
Canada,CAN,1985,,Male
Central Europe and the Baltics,CEB,1985,99.0509872436523,Male
Switzerland,CHE,1985,,Male
Channel Islands,CHI,1985,,Male
Chile,CHL,1985,,Male
China,CHN,1985,,Male
Cote d'Ivoire,CIV,1985,,Male
Cameroon,CMR,1985,,Male
"Congo, Dem. Rep.",COD,1985,,Male
"Congo, Rep.",COG,1985,,Male
Colombia,COL,1985,,Male
Comoros,COM,1985,,Male
Cabo Verde,CPV,1985,,Male
Costa Rica,CRI,1985,,Male
Caribbean small states,CSS,1985,,Male
Cuba,CUB,1985,,Male
Curacao,CUW,1985,,Male
Cayman Islands,CYM,1985,,Male
Cyprus,CYP,1985,,Male
Czechia,CZE,1985,,Male
Germany,DEU,1985,,Male
Djibouti,DJI,1985,,Male
Dominica,DMA,1985,,Male
Denmark,DNK,1985,,Male
Dominican Republic,DOM,1985,,Male
Algeria,DZA,1985,,Male
East Asia & Pacific (excluding high income),EAP,1985,83.7222213745117,Male
Early-demographic dividend,EAR,1985,64.7318572998047,Male
East Asia & Pacific,EAS,1985,84.224609375,Male
Europe & Central Asia (excluding high income),ECA,1985,,Male
Europe & Central Asia,ECS,1985,,Male
Ecuador,ECU,1985,,Male
"Egypt, Arab Rep.",EGY,1985,,Male
Euro area,EMU,1985,,Male
Eritrea,ERI,1985,,Male
Spain,ESP,1985,,Male
Estonia,EST,1985,,Male
Ethiopia,ETH,1985,,Male
European Union,EUU,1985,,Male
Fragile and conflict affected situations,FCS,1985,,Male
Finland,FIN,1985,,Male
Fiji,FJI,1985,,Male
France,FRA,1985,,Male
Faroe Islands,FRO,1985,,Male
"Micronesia, Fed. Sts.",FSM,1985,,Male
Gabon,GAB,1985,,Male
United Kingdom,GBR,1985,,Male
Georgia,GEO,1985,,Male
Ghana,GHA,1985,,Male
Gibraltar,GIB,1985,,Male
Guinea,GIN,1985,,Male
"Gambia, The",GMB,1985,,Male
Guinea-Bissau,GNB,1985,,Male
Equatorial Guinea,GNQ,1985,,Male
Greece,GRC,1985,,Male
Grenada,GRD,1985,,Male
Greenland,GRL,1985,,Male
Guatemala,GTM,1985,,Male
Guam,GUM,1985,,Male
Guyana,GUY,1985,,Male
High income,HIC,1985,,Male
"Hong Kong SAR, China",HKG,1985,,Male
Honduras,HND,1985,,Male
Heavily indebted poor countries (HIPC),HPC,1985,,Male
Croatia,HRV,1985,,Male
Haiti,HTI,1985,,Male
Hungary,HUN,1985,,Male
IBRD only,IBD,1985,78.0555877685547,Male
IDA & IBRD total,IBT,1985,74.3803405761719,Male
IDA total,IDA,1985,56.5986213684082,Male
IDA blend,IDB,1985,58.0764694213867,Male
Indonesia,IDN,1985,,Male
IDA only,IDX,1985,55.8599815368652,Male
Isle of Man,IMN,1985,,Male
India,IND,1985,,Male
Not classified,INX,1985,,Male
Ireland,IRL,1985,,Male
"Iran, Islamic Rep.",IRN,1985,,Male
Iraq,IRQ,1985,,Male
Iceland,ISL,1985,,Male
Israel,ISR,1985,,Male
Italy,ITA,1985,,Male
Jamaica,JAM,1985,,Male
Jordan,JOR,1985,,Male
Japan,JPN,1985,,Male
Kazakhstan,KAZ,1985,,Male
Kenya,KEN,1985,,Male
Kyrgyz Republic,KGZ,1985,,Male
Cambodia,KHM,1985,,Male
Kiribati,KIR,1985,,Male
St. Kitts and Nevis,KNA,1985,,Male
"Korea, Rep.",KOR,1985,,Male
Kuwait,KWT,1985,78.0,Male
Latin America & Caribbean (excluding high income),LAC,1985,83.5823211669922,Male
Lao PDR,LAO,1985,,Male
Lebanon,LBN,1985,,Male
Liberia,LBR,1985,,Male
Libya,LBY,1985,,Male
St. Lucia,LCA,1985,,Male
Latin America & Caribbean,LCN,1985,84.2949676513672,Male
Least developed countries: UN classification,LDC,1985,53.2173194885254,Male
Low income,LIC,1985,,Male
Liechtenstein,LIE,1985,,Male
Sri Lanka,LKA,1985,,Male
Lower middle income,LMC,1985,60.4868202209473,Male
Low & middle income,LMY,1985,74.0112228393555,Male
Lesotho,LSO,1985,,Male
Late-demographic dividend,LTE,1985,85.3283615112305,Male
Lithuania,LTU,1985,,Male
Luxembourg,LUX,1985,,Male
Latvia,LVA,1985,,Male
"Macao SAR, China",MAC,1985,,Male
St. Martin (French part),MAF,1985,,Male
Morocco,MAR,1985,,Male
Monaco,MCO,1985,,Male
Moldova,MDA,1985,,Male
Madagascar,MDG,1985,,Male
Maldives,MDV,1985,92.0,Male
Middle East & North Africa,MEA,1985,64.8237380981445,Male
Mexico,MEX,1985,,Male
Marshall Islands,MHL,1985,,Male
Middle income,MIC,1985,75.0463790893555,Male
North Macedonia,MKD,1985,,Male
Mali,MLI,1985,,Male
Malta,MLT,1985,87.0,Male
Myanmar,MMR,1985,,Male
Middle East & North Africa (excluding high income),MNA,1985,62.5216903686523,Male
Montenegro,MNE,1985,,Male
Mongolia,MNG,1985,,Male
Northern Mariana Islands,MNP,1985,,Male
Mozambique,MOZ,1985,,Male
Mauritania,MRT,1985,,Male
Mauritius,MUS,1985,,Male
Malawi,MWI,1985,,Male
Malaysia,MYS,1985,,Male
North America,NAC,1985,,Male
Namibia,NAM,1985,,Male
New Caledonia,NCL,1985,,Male
Niger,NER,1985,,Male
Nigeria,NGA,1985,,Male
Nicaragua,NIC,1985,,Male
Netherlands,NLD,1985,,Male
Norway,NOR,1985,,Male
Nepal,NPL,1985,,Male
Nauru,NRU,1985,,Male
New Zealand,NZL,1985,,Male
OECD members,OED,1985,,Male
Oman,OMN,1985,,Male
Other small states,OSS,1985,75.6559219360352,Male
Pakistan,PAK,1985,,Male
Panama,PAN,1985,,Male
Peru,PER,1985,,Male
Philippines,PHL,1985,,Male
Palau,PLW,1985,,Male
Papua New Guinea,PNG,1985,,Male
Poland,POL,1985,,Male
Pre-demographic dividend,PRE,1985,,Male
Puerto Rico,PRI,1985,,Male
"Korea, Dem. People's Rep.",PRK,1985,,Male
Portugal,PRT,1985,,Male
Paraguay,PRY,1985,,Male
West Bank and Gaza,PSE,1985,,Male
Pacific island small states,PSS,1985,,Male
Post-demographic dividend,PST,1985,,Male
French Polynesia,PYF,1985,,Male
Qatar,QAT,1985,,Male
Romania,ROU,1985,,Male
Russian Federation,RUS,1985,,Male
Rwanda,RWA,1985,,Male
South Asia,SAS,1985,54.4709587097168,Male
Saudi Arabia,SAU,1985,,Male
Sudan,SDN,1985,,Male
Senegal,SEN,1985,,Male
Singapore,SGP,1985,,Male
Solomon Islands,SLB,1985,,Male
Sierra Leone,SLE,1985,,Male
El Salvador,SLV,1985,,Male
San Marino,SMR,1985,,Male
Somalia,SOM,1985,,Male
Serbia,SRB,1985,,Male
Sub-Saharan Africa (excluding high income),SSA,1985,60.6886901855469,Male
South Sudan,SSD,1985,,Male
Sub-Saharan Africa,SSF,1985,60.692268371582,Male
Small states,SST,1985,,Male
Sao Tome and Principe,STP,1985,,Male
Suriname,SUR,1985,,Male
Slovak Republic,SVK,1985,,Male
Slovenia,SVN,1985,,Male
Sweden,SWE,1985,,Male
Eswatini,SWZ,1985,,Male
Sint Maarten (Dutch part),SXM,1985,,Male
Seychelles,SYC,1985,,Male
Syrian Arab Republic,SYR,1985,,Male
Turks and Caicos Islands,TCA,1985,,Male
Chad,TCD,1985,,Male
East Asia & Pacific (IDA & IBRD countries),TEA,1985,83.5103988647461,Male
Europe & Central Asia (IDA & IBRD countries),TEC,1985,97.7935180664062,Male
Togo,TGO,1985,,Male
Thailand,THA,1985,,Male
Tajikistan,TJK,1985,,Male
Turkmenistan,TKM,1985,,Male
Latin America & the Caribbean (IDA & IBRD countries),TLA,1985,83.7440795898438,Male
Timor-Leste,TLS,1985,,Male
Middle East & North Africa (IDA & IBRD countries),TMN,1985,62.2862586975098,Male
Tonga,TON,1985,,Male
South Asia (IDA & IBRD),TSA,1985,54.4709587097168,Male
Sub-Saharan Africa (IDA & IBRD countries),TSS,1985,60.692268371582,Male
Trinidad and Tobago,TTO,1985,,Male
Tunisia,TUN,1985,,Male
Turkiye,TUR,1985,88.0,Male
Tuvalu,TUV,1985,,Male
Tanzania,TZA,1985,,Male
Uganda,UGA,1985,,Male
Ukraine,UKR,1985,,Male
Upper middle income,UMC,1985,83.6508407592773,Male
Uruguay,URY,1985,95.0,Male
United States,USA,1985,,Male
Uzbekistan,UZB,1985,,Male
St. Vincent and the Grenadines,VCT,1985,,Male
"Venezuela, RB",VEN,1985,,Male
British Virgin Islands,VGB,1985,,Male
Virgin Islands (U.S.),VIR,1985,,Male
Viet Nam,VNM,1985,,Male
Vanuatu,VUT,1985,,Male
World,WLD,1985,78.5925827026367,Male
Samoa,WSM,1985,,Male
Kosovo,XKX,1985,,Male
"Yemen, Rep.",YEM,1985,,Male
South Africa,ZAF,1985,,Male
Zambia,ZMB,1985,,Male
Zimbabwe,ZWE,1985,,Male
Aruba,ABW,1986,,Male
Africa Eastern and Southern,AFE,1986,,Male
Afghanistan,AFG,1986,,Male
Africa Western and Central,AFW,1986,52.515380859375,Male
Angola,AGO,1986,,Male
Albania,ALB,1986,,Male
Andorra,AND,1986,,Male
Arab World,ARB,1986,64.5152206420898,Male
United Arab Emirates,ARE,1986,,Male
Argentina,ARG,1986,,Male
Armenia,ARM,1986,,Male
American Samoa,ASM,1986,,Male
Antigua and Barbuda,ATG,1986,,Male
Australia,AUS,1986,,Male
Austria,AUT,1986,,Male
Azerbaijan,AZE,1986,,Male
Burundi,BDI,1986,,Male
Belgium,BEL,1986,,Male
Benin,BEN,1986,,Male
Burkina Faso,BFA,1986,,Male
Bangladesh,BGD,1986,,Male
Bulgaria,BGR,1986,,Male
Bahrain,BHR,1986,,Male
"Bahamas, The",BHS,1986,,Male
Bosnia and Herzegovina,BIH,1986,,Male
Belarus,BLR,1986,,Male
Belize,BLZ,1986,,Male
Bermuda,BMU,1986,,Male
Bolivia,BOL,1986,,Male
Brazil,BRA,1986,,Male
Barbados,BRB,1986,,Male
Brunei Darussalam,BRN,1986,,Male
Bhutan,BTN,1986,,Male
Botswana,BWA,1986,,Male
Central African Republic,CAF,1986,,Male
Canada,CAN,1986,,Male
Central Europe and the Baltics,CEB,1986,99.0644683837891,Male
Switzerland,CHE,1986,,Male
Channel Islands,CHI,1986,,Male
Chile,CHL,1986,,Male
China,CHN,1986,,Male
Cote d'Ivoire,CIV,1986,,Male
Cameroon,CMR,1986,,Male
"Congo, Dem. Rep.",COD,1986,,Male
"Congo, Rep.",COG,1986,,Male
Colombia,COL,1986,,Male
Comoros,COM,1986,,Male
Cabo Verde,CPV,1986,,Male
Costa Rica,CRI,1986,,Male
Caribbean small states,CSS,1986,,Male
Cuba,CUB,1986,,Male
Curacao,CUW,1986,,Male
Cayman Islands,CYM,1986,,Male
Cyprus,CYP,1986,,Male
Czechia,CZE,1986,,Male
Germany,DEU,1986,,Male
Djibouti,DJI,1986,,Male
Dominica,DMA,1986,,Male
Denmark,DNK,1986,,Male
Dominican Republic,DOM,1986,,Male
Algeria,DZA,1986,,Male
East Asia & Pacific (excluding high income),EAP,1986,84.3891906738281,Male
Early-demographic dividend,EAR,1986,65.2146377563477,Male
East Asia & Pacific,EAS,1986,84.8332366943359,Male
Europe & Central Asia (excluding high income),ECA,1986,,Male
Europe & Central Asia,ECS,1986,,Male
Ecuador,ECU,1986,,Male
"Egypt, Arab Rep.",EGY,1986,57.0,Male
Euro area,EMU,1986,,Male
Eritrea,ERI,1986,,Male
Spain,ESP,1986,,Male
Estonia,EST,1986,,Male
Ethiopia,ETH,1986,,Male
European Union,EUU,1986,,Male
Fragile and conflict affected situations,FCS,1986,67.3866119384766,Male
Finland,FIN,1986,,Male
Fiji,FJI,1986,,Male
France,FRA,1986,,Male
Faroe Islands,FRO,1986,,Male
"Micronesia, Fed. Sts.",FSM,1986,,Male
Gabon,GAB,1986,,Male
United Kingdom,GBR,1986,,Male
Georgia,GEO,1986,,Male
Ghana,GHA,1986,,Male
Gibraltar,GIB,1986,,Male
Guinea,GIN,1986,,Male
"Gambia, The",GMB,1986,,Male
Guinea-Bissau,GNB,1986,,Male
Equatorial Guinea,GNQ,1986,,Male
Greece,GRC,1986,,Male
Grenada,GRD,1986,,Male
Greenland,GRL,1986,,Male
Guatemala,GTM,1986,,Male
Guam,GUM,1986,,Male
Guyana,GUY,1986,,Male
High income,HIC,1986,,Male
"Hong Kong SAR, China",HKG,1986,,Male
Honduras,HND,1986,,Male
Heavily indebted poor countries (HIPC),HPC,1986,54.8027687072754,Male
Croatia,HRV,1986,,Male
Haiti,HTI,1986,,Male
Hungary,HUN,1986,,Male
IBRD only,IBD,1986,78.6025085449219,Male
IDA & IBRD total,IBT,1986,74.8789291381836,Male
IDA total,IDA,1986,56.8633918762207,Male
IDA blend,IDB,1986,58.3425483703613,Male
Indonesia,IDN,1986,,Male
IDA only,IDX,1986,56.1240997314453,Male
Isle of Man,IMN,1986,,Male
India,IND,1986,,Male
Not classified,INX,1986,,Male
Ireland,IRL,1986,,Male
"Iran, Islamic Rep.",IRN,1986,63.0,Male
Iraq,IRQ,1986,,Male
Iceland,ISL,1986,,Male
Israel,ISR,1986,,Male
Italy,ITA,1986,,Male
Jamaica,JAM,1986,,Male
Jordan,JOR,1986,,Male
Japan,JPN,1986,,Male
Kazakhstan,KAZ,1986,,Male
Kenya,KEN,1986,,Male
Kyrgyz Republic,KGZ,1986,,Male
Cambodia,KHM,1986,,Male
Kiribati,KIR,1986,,Male
St. Kitts and Nevis,KNA,1986,,Male
"Korea, Rep.",KOR,1986,,Male
Kuwait,KWT,1986,,Male
Latin America & Caribbean (excluding high income),LAC,1986,83.8119812011719,Male
Lao PDR,LAO,1986,,Male
Lebanon,LBN,1986,,Male
Liberia,LBR,1986,,Male
Libya,LBY,1986,,Male
St. Lucia,LCA,1986,,Male
Latin America & Caribbean,LCN,1986,84.5244293212891,Male
Least developed countries: UN classification,LDC,1986,53.4719009399414,Male
Low income,LIC,1986,,Male
Liechtenstein,LIE,1986,,Male
Sri Lanka,LKA,1986,,Male
Lower middle income,LMC,1986,60.9552688598633,Male
Low & middle income,LMY,1986,74.5165863037109,Male
Lesotho,LSO,1986,,Male
Late-demographic dividend,LTE,1986,85.8858337402344,Male
Lithuania,LTU,1986,,Male
Luxembourg,LUX,1986,,Male
Latvia,LVA,1986,,Male
"Macao SAR, China",MAC,1986,,Male
St. Martin (French part),MAF,1986,,Male
Morocco,MAR,1986,,Male
Monaco,MCO,1986,,Male
Moldova,MDA,1986,,Male
Madagascar,MDG,1986,,Male
Maldives,MDV,1986,,Male
Middle East & North Africa,MEA,1986,65.6395797729492,Male
Mexico,MEX,1986,,Male
Marshall Islands,MHL,1986,,Male
Middle income,MIC,1986,75.5699310302734,Male
North Macedonia,MKD,1986,,Male
Mali,MLI,1986,,Male
Malta,MLT,1986,,Male
Myanmar,MMR,1986,,Male
Middle East & North Africa (excluding high income),MNA,1986,63.4429016113281,Male
Montenegro,MNE,1986,,Male
Mongolia,MNG,1986,,Male
Northern Mariana Islands,MNP,1986,,Male
Mozambique,MOZ,1986,,Male
Mauritania,MRT,1986,,Male
Mauritius,MUS,1986,,Male
Malawi,MWI,1986,,Male
Malaysia,MYS,1986,,Male
North America,NAC,1986,,Male
Namibia,NAM,1986,,Male
New Caledonia,NCL,1986,,Male
Niger,NER,1986,,Male
Nigeria,NGA,1986,,Male
Nicaragua,NIC,1986,,Male
Netherlands,NLD,1986,,Male
Norway,NOR,1986,,Male
Nepal,NPL,1986,,Male
Nauru,NRU,1986,,Male
New Zealand,NZL,1986,,Male
OECD members,OED,1986,,Male
