country,code,dates,rate
Small states,SST,2001,79.7881774902344
Sao Tome and Principe,STP,2001,78.0
Slovenia,SVN,2001,99.5999984741211
East Asia & Pacific (IDA & IBRD countries),TEA,2001,86.7906112670898
Europe & Central Asia (IDA & IBRD countries),TEC,2001,95.943733215332
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,87.9952621459961
Timor-Leste,TLS,2001,30.0
Middle East & North Africa (IDA & IBRD countries),TMN,2001,58.0623817443848
South Asia (IDA & IBRD),TSA,2001,45.9582786560059
Sub-Saharan Africa (IDA & IBRD countries),TSS,2001,48.3004112243652
Ukraine,UKR,2001,99.0
Upper middle income,UMC,2001,86.5932235717773
"Venezuela, RB",VEN,2001,93.0
World,WLD,2001,76.1056976318359
Africa Eastern and Southern,AFE,2002,55.4601898193359
Africa Western and Central,AFW,2002,38.1161308288574
Arab World,ARB,2002,56.0812683105469
Benin,BEN,2002,23.0
Chile,CHL,2002,96.0
Caribbean small states,CSS,2002,91.1992568969727
Cuba,CUB,2002,100.0
Dominican Republic,DOM,2002,87.0
Algeria,DZA,2002,60.0
East Asia & Pacific (excluding high income),EAP,2002,87.4592666625977
Early-demographic dividend,EAR,2002,60.8010101318359
East Asia & Pacific,EAS,2002,87.2851104736328
Europe & Central Asia (excluding high income),ECA,2002,92.8419799804688
Europe & Central Asia,ECS,2002,95.7979202270508
Eritrea,ERI,2002,40.0
Fragile and conflict affected situations,FCS,2002,54.1939315795898
Georgia,GEO,2002,100.0
Guatemala,GTM,2002,63.0
Heavily indebted poor countries (HIPC),HPC,2002,42.244701385498
IBRD only,IBD,2002,77.8230133056641
IDA & IBRD total,IBT,2002,72.2334899902344
IDA total,IDA,2002,48.0789413452148
IDA blend,IDB,2002,48.8137092590332
IDA only,IDX,2002,47.7164688110352
"Iran, Islamic Rep.",IRN,2002,70.0
Latin America & Caribbean (excluding high income),LAC,2002,88.0182723999023
Latin America & Caribbean,LCN,2002,88.6347122192383
Least developed countries: UN classification,LDC,2002,44.0654716491699
Low income,LIC,2002,42.1754112243652
Lower middle income,LMC,2002,54.0183410644531
Low & middle income,LMY,2002,71.8285903930664
Late-demographic dividend,LTE,2002,88.9813232421875
Middle East & North Africa,MEA,2002,61.6569709777832
Mexico,MEX,2002,89.0
Middle income,MIC,2002,73.8471221923828
North Macedonia,MKD,2002,94.0
Middle East & North Africa (excluding high income),MNA,2002,59.6269989013672
Other small states,OSS,2002,76.5529327392578
Pre-demographic dividend,PRE,2002,46.1293601989746
Romania,ROU,2002,96.0
Russian Federation,RUS,2002,99.0
South Asia,SAS,2002,46.9998512268066
Senegal,SEN,2002,29.0
Sub-Saharan Africa (excluding high income),SSA,2002,48.5487594604492
Sub-Saharan Africa,SSF,2002,48.5553016662598
Small states,SST,2002,80.3766403198242
Seychelles,SYC,2002,92.0
Syrian Arab Republic,SYR,2002,74.0
East Asia & Pacific (IDA & IBRD countries),TEA,2002,87.2875671386719
Europe & Central Asia (IDA & IBRD countries),TEC,2002,96.0656509399414
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,88.3267135620117
Middle East & North Africa (IDA & IBRD countries),TMN,2002,59.3623695373535
South Asia (IDA & IBRD),TSA,2002,46.9998512268066
Sub-Saharan Africa (IDA & IBRD countries),TSS,2002,48.5553016662598
Tanzania,TZA,2002,62.0
Uganda,UGA,2002,59.0
Upper middle income,UMC,2002,87.0633087158203
World,WLD,2002,76.5043029785156
Zambia,ZMB,2002,62.0
Africa Eastern and Southern,AFE,2003,56.1388816833496
Africa Western and Central,AFW,2003,39.003490447998
Arab World,ARB,2003,58.5280990600586
Burkina Faso,BFA,2003,15.0
Botswana,BWA,2003,82.0
Caribbean small states,CSS,2003,91.4108428955078
East Asia & Pacific (excluding high income),EAP,2003,87.9780502319336
Early-demographic dividend,EAR,2003,61.7117385864258
East Asia & Pacific,EAS,2003,87.8226928710938
Europe & Central Asia (excluding high income),ECA,2003,93.0611801147461
Europe & Central Asia,ECS,2003,95.9312973022461
Fragile and conflict affected situations,FCS,2003,54.5534400939941
Guinea,GIN,2003,18.0
Heavily indebted poor countries (HIPC),HPC,2003,43.0299491882324
Haiti,HTI,2003,55.0
IBRD only,IBD,2003,78.4969024658203
IDA & IBRD total,IBT,2003,72.8534393310547
IDA total,IDA,2003,48.6844100952148
IDA blend,IDB,2003,48.9613189697266
IDA only,IDX,2003,48.5481910705566
Jordan,JOR,2003,85.0
Latin America & Caribbean (excluding high income),LAC,2003,88.7823104858398
Latin America & Caribbean,LCN,2003,89.3313064575195
Least developed countries: UN classification,LDC,2003,44.9481010437012
Low income,LIC,2003,42.8109092712402
Lower middle income,LMC,2003,55.0194206237793
Low & middle income,LMY,2003,72.4624328613281
Late-demographic dividend,LTE,2003,89.462043762207
Middle East & North Africa,MEA,2003,63.9267997741699
Middle income,MIC,2003,74.5051422119141
Mali,MLI,2003,16.0
Middle East & North Africa (excluding high income),MNA,2003,61.9834785461426
Montenegro,MNE,2003,96.0
Mozambique,MOZ,2003,33.0
North America,NAC,2003,98.5432586669922
Nigeria,NGA,2003,43.0
Oman,OMN,2003,74.0
Other small states,OSS,2003,77.2199935913086
Philippines,PHL,2003,94.0
Pre-demographic dividend,PRE,2003,46.903678894043
South Asia,SAS,2003,47.8515281677246
Serbia,SRB,2003,94.0
Sub-Saharan Africa (excluding high income),SSA,2003,49.3130302429199
Sub-Saharan Africa,SSF,2003,49.319450378418
Small states,SST,2003,80.8918304443359
East Asia & Pacific (IDA & IBRD countries),TEA,2003,87.8151473999023
Europe & Central Asia (IDA & IBRD countries),TEC,2003,96.1843032836914
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,89.0497512817383
Middle East & North Africa (IDA & IBRD countries),TMN,2003,61.7332992553711
South Asia (IDA & IBRD),TSA,2003,47.8515281677246
Sub-Saharan Africa (IDA & IBRD countries),TSS,2003,49.319450378418
Upper middle income,UMC,2003,87.6196136474609
World,WLD,2003,77.0090103149414
Africa Eastern and Southern,AFE,2004,56.5084190368652
Africa Western and Central,AFW,2004,40.1081504821777
Arab World,ARB,2004,59.6798782348633
Brazil,BRA,2004,89.0
Colombia,COL,2004,93.0
Caribbean small states,CSS,2004,91.6056594848633
East Asia & Pacific (excluding high income),EAP,2004,88.4117202758789
Early-demographic dividend,EAR,2004,62.5539398193359
East Asia & Pacific,EAS,2004,88.2631378173828
Europe & Central Asia (excluding high income),ECA,2004,93.2535934448242
Europe & Central Asia,ECS,2004,96.0554504394531
Spain,ESP,2004,96.0
Ethiopia,ETH,2004,22.7999992370605
Fragile and conflict affected situations,FCS,2004,55.0578117370605
Heavily indebted poor countries (HIPC),HPC,2004,43.5509185791016
IBRD only,IBD,2004,79.0157775878906
IDA & IBRD total,IBT,2004,73.3681869506836
IDA total,IDA,2004,49.4048004150391
IDA blend,IDB,2004,49.8862686157227
Indonesia,IDN,2004,87.0
IDA only,IDX,2004,49.1680717468262
Cambodia,KHM,2004,64.0
Latin America & Caribbean (excluding high income),LAC,2004,89.1201324462891
Latin America & Caribbean,LCN,2004,89.6518402099609
Least developed countries: UN classification,LDC,2004,45.6014518737793
Low income,LIC,2004,43.166088104248
Lower middle income,LMC,2004,55.9456596374512
Low & middle income,LMY,2004,72.9883499145508
Late-demographic dividend,LTE,2004,89.8139038085938
Morocco,MAR,2004,40.0
Middle East & North Africa,MEA,2004,65.0543594360352
Mexico,MEX,2004,90.0
Middle income,MIC,2004,75.0654373168945
Middle East & North Africa (excluding high income),MNA,2004,63.151611328125
North America,NAC,2004,98.5586700439453
Other small states,OSS,2004,77.8532333374023
Peru,PER,2004,82.0
Pre-demographic dividend,PRE,2004,47.5103492736816
West Bank and Gaza,PSE,2004,89.0
Qatar,QAT,2004,89.0
South Asia,SAS,2004,48.8937492370605
Saudi Arabia,SAU,2004,76.0
Sierra Leone,SLE,2004,24.0
Sub-Saharan Africa (excluding high income),SSA,2004,49.977668762207
Sub-Saharan Africa,SSF,2004,49.983959197998
Small states,SST,2004,81.3821563720703
Suriname,SUR,2004,87.0
Syrian Arab Republic,SYR,2004,74.0
Chad,TCD,2004,18.0
East Asia & Pacific (IDA & IBRD countries),TEA,2004,88.2556915283203
Europe & Central Asia (IDA & IBRD countries),TEC,2004,96.2853469848633
Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,89.3830032348633
Middle East & North Africa (IDA & IBRD countries),TMN,2004,62.9054489135742
South Asia (IDA & IBRD),TSA,2004,48.8937492370605
Sub-Saharan Africa (IDA & IBRD countries),TSS,2004,49.983959197998
Tunisia,TUN,2004,65.0
Turkiye,TUR,2004,80.0
Upper middle income,UMC,2004,88.0634384155273
Vanuatu,VUT,2004,76.1999969482422
World,WLD,2004,77.4225311279297
"Yemen, Rep.",YEM,2004,35.0
Africa Eastern and Southern,AFE,2005,56.0260696411133
Africa Western and Central,AFW,2005,40.3692092895508
Arab World,ARB,2005,60.4492301940918
United Arab Emirates,ARE,2005,91.0
Burkina Faso,BFA,2005,17.0
Bhutan,BTN,2005,39.0
"Congo, Rep.",COG,2005,67.0
Colombia,COL,2005,93.0
Caribbean small states,CSS,2005,91.8345413208008
East Asia & Pacific (excluding high income),EAP,2005,88.8684463500977
Early-demographic dividend,EAR,2005,62.1905899047852
East Asia & Pacific,EAS,2005,88.7313995361328
Europe & Central Asia (excluding high income),ECA,2005,93.589973449707
Europe & Central Asia,ECS,2005,96.1941070556641
"Egypt, Arab Rep.",EGY,2005,56.0
Spain,ESP,2005,97.0
Ethiopia,ETH,2005,17.9771995544434
Fragile and conflict affected situations,FCS,2005,55.3965110778809
Heavily indebted poor countries (HIPC),HPC,2005,43.935230255127
IBRD only,IBD,2005,78.85205078125
IDA & IBRD total,IBT,2005,73.2476501464844
IDA total,IDA,2005,49.6843490600586
IDA blend,IDB,2005,49.5476112365723
IDA only,IDX,2005,49.7515983581543
"Iran, Islamic Rep.",IRN,2005,77.0
Jordan,JOR,2005,87.0
Kuwait,KWT,2005,91.0
Latin America & Caribbean (excluding high income),LAC,2005,88.7517395019531
Lao PDR,LAO,2005,63.0
Latin America & Caribbean,LCN,2005,89.3398666381836
Least developed countries: UN classification,LDC,2005,46.1992492675781
Low income,LIC,2005,43.6273498535156
Lower middle income,LMC,2005,55.3785095214844
Low & middle income,LMY,2005,72.8681564331055
Late-demographic dividend,LTE,2005,90.1844787597656
Madagascar,MDG,2005,55.0
Middle East & North Africa,MEA,2005,65.9251022338867
Mexico,MEX,2005,90.0
Middle income,MIC,2005,74.9259796142578
Malta,MLT,2005,94.0
Middle East & North Africa (excluding high income),MNA,2005,64.0413208007812
North America,NAC,2005,98.5711898803711
Niger,NER,2005,15.0
Nicaragua,NIC,2005,78.0
Other small states,OSS,2005,78.4730529785156
Pakistan,PAK,2005,35.0
Peru,PER,2005,82.0
Pre-demographic dividend,PRE,2005,47.199089050293
South Asia,SAS,2005,48.0866203308105
Sub-Saharan Africa (excluding high income),SSA,2005,49.7925186157227
Sub-Saharan Africa,SSF,2005,49.7987899780273
Small states,SST,2005,81.8629684448242
East Asia & Pacific (IDA & IBRD countries),TEA,2005,88.7195892333984
Europe & Central Asia (IDA & IBRD countries),TEC,2005,96.4536666870117
Thailand,THA,2005,92.0
Turkmenistan,TKM,2005,99.1999969482422
Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,89.0618286132812
Middle East & North Africa (IDA & IBRD countries),TMN,2005,63.7964782714844
South Asia (IDA & IBRD),TSA,2005,48.0866203308105
Sub-Saharan Africa (IDA & IBRD countries),TSS,2005,49.7987899780273
Turkiye,TUR,2005,81.0
Upper middle income,UMC,2005,88.3706893920898
World,WLD,2005,77.3224792480469
Africa Eastern and Southern,AFE,2006,54.0479316711426
Africa Western and Central,AFW,2006,41.2950096130371
Arab World,ARB,2006,59.2362213134766
Benin,BEN,2006,18.4429092407227
Burkina Faso,BFA,2006,16.0
Brazil,BRA,2006,90.0
Colombia,COL,2006,92.0
Caribbean small states,CSS,2006,91.9608383178711
Algeria,DZA,2006,64.0
East Asia & Pacific (excluding high income),EAP,2006,89.3567199707031
Early-demographic dividend,EAR,2006,62.5313491821289
East Asia & Pacific,EAS,2006,89.2144317626953
Europe & Central Asia (excluding high income),ECA,2006,93.4516372680664
Europe & Central Asia,ECS,2006,96.2796478271484
"Egypt, Arab Rep.",EGY,2006,58.0
Spain,ESP,2006,97.0
Fragile and conflict affected situations,FCS,2006,54.1495399475098
Heavily indebted poor countries (HIPC),HPC,2006,42.3223686218262
Haiti,HTI,2006,44.5994491577148
IBRD only,IBD,2006,79.3115768432617
IDA & IBRD total,IBT,2006,73.3795013427734
IDA total,IDA,2006,48.6713600158691
IDA blend,IDB,2006,50.4376602172852
Indonesia,IDN,2006,89.0
IDA only,IDX,2006,47.8036994934082
India,IND,2006,51.0
"Iran, Islamic Rep.",IRN,2006,77.0
Kuwait,KWT,2006,91.0
Latin America & Caribbean (excluding high income),LAC,2006,88.9044570922852
Latin America & Caribbean,LCN,2006,89.5406265258789
Least developed countries: UN classification,LDC,2006,44.0000114440918
Low income,LIC,2006,41.7581901550293
Sri Lanka,LKA,2006,89.0
Lower middle income,LMC,2006,55.7310485839844
Low & middle income,LMY,2006,72.9990997314453
Late-demographic dividend,LTE,2006,90.5514984130859
"Macao SAR, China",MAC,2006,91.0
Maldives,MDV,2006,98.0
Middle East & North Africa,MEA,2006,65.7394027709961
Mexico,MEX,2006,90.0
Middle income,MIC,2006,75.2248229980469
Mali,MLI,2006,18.0
Middle East & North Africa (excluding high income),MNA,2006,63.6839408874512
North America,NAC,2006,98.5914535522461
New Caledonia,NCL,2006,96.9000015258789
Nigeria,NGA,2006,64.0
Other small states,OSS,2006,78.1866073608398
Pakistan,PAK,2006,40.0
Peru,PER,2006,83.0
Pre-demographic dividend,PRE,2006,46.1156311035156
West Bank and Gaza,PSE,2006,90.0
South Asia,SAS,2006,48.6133499145508
Senegal,SEN,2006,33.0
El Salvador,SLV,2006,81.0
Sub-Saharan Africa (excluding high income),SSA,2006,48.9709815979004
Sub-Saharan Africa,SSF,2006,48.9773406982422
Small states,SST,2006,81.6776885986328
East Asia & Pacific (IDA & IBRD countries),TEA,2006,89.2154083251953
Europe & Central Asia (IDA & IBRD countries),TEC,2006,96.3966369628906
Togo,TGO,2006,44.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,89.2715835571289
Middle East & North Africa (IDA & IBRD countries),TMN,2006,63.4260406494141
Tonga,TON,2006,99.0
South Asia (IDA & IBRD),TSA,2006,48.6133499145508
Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,48.9773406982422
Turkiye,TUR,2006,80.0
Uganda,UGA,2006,62.0
Upper middle income,UMC,2006,88.7621612548828
Uruguay,URY,2006,98.0
World,WLD,2006,77.4337387084961
Africa Eastern and Southern,AFE,2007,55.2990112304688
Africa Western and Central,AFW,2007,39.923210144043
Arab World,ARB,2007,60.2265815734863
Azerbaijan,AZE,2007,99.0
Burkina Faso,BFA,2007,21.0
Bangladesh,BGD,2007,43.7408485412598
Bolivia,BOL,2007,86.0
Brazil,BRA,2007,90.0
Cameroon,CMR,2007,63.0
"Congo, Dem. Rep.",COD,2007,46.1042518615723
Colombia,COL,2007,93.0
Caribbean small states,CSS,2007,92.5783996582031
Cayman Islands,CYM,2007,99.0
Dominican Republic,DOM,2007,88.0
East Asia & Pacific (excluding high income),EAP,2007,91.0501403808594
Early-demographic dividend,EAR,2007,63.827880859375
East Asia & Pacific,EAS,2007,90.8036575317383
Europe & Central Asia (excluding high income),ECA,2007,93.7175064086914
Europe & Central Asia,ECS,2007,96.3991165161133
Ecuador,ECU,2007,91.0
Spain,ESP,2007,97.0
Ethiopia,ETH,2007,29.0
Fragile and conflict affected situations,FCS,2007,54.2341003417969
Honduras,HND,2007,83.0
Heavily indebted poor countries (HIPC),HPC,2007,43.9621696472168
IBRD only,IBD,2007,80.5228118896484
IDA & IBRD total,IBT,2007,74.4173965454102
IDA total,IDA,2007,49.2826690673828
IDA blend,IDB,2007,49.5793800354004
IDA only,IDX,2007,49.1370086669922
Jordan,JOR,2007,89.0
Kenya,KEN,2007,66.8631210327148
Kuwait,KWT,2007,92.0
Latin America & Caribbean (excluding high income),LAC,2007,90.122673034668
Lebanon,LBN,2007,86.0
Liberia,LBR,2007,27.0349102020264
Latin America & Caribbean,LCN,2007,90.7268676757812
Least developed countries: UN classification,LDC,2007,45.2425689697266
Low income,LIC,2007,43.2131690979004
Lower middle income,LMC,2007,56.5589790344238
Low & middle income,LMY,2007,74.0482177734375
Late-demographic dividend,LTE,2007,91.9520797729492
Middle East & North Africa,MEA,2007,66.6721496582031
Mexico,MEX,2007,91.0
Middle income,MIC,2007,76.2801895141602
Middle East & North Africa (excluding high income),MNA,2007,64.5603485107422
Mauritania,MRT,2007,35.3484306335449
North America,NAC,2007,98.6036987304688
Namibia,NAM,2007,78.3509826660156
Other small states,OSS,2007,77.7889099121094
Pakistan,PAK,2007,38.0
Peru,PER,2007,85.0
Pre-demographic dividend,PRE,2007,45.3380317687988
Paraguay,PRY,2007,93.0
West Bank and Gaza,PSE,2007,90.0
Qatar,QAT,2007,90.0
South Asia,SAS,2007,49.7670516967773
El Salvador,SLV,2007,80.0
Sub-Saharan Africa (excluding high income),SSA,2007,49.1843681335449
Sub-Saharan Africa,SSF,2007,49.1906585693359
Small states,SST,2007,81.521598815918
East Asia & Pacific (IDA & IBRD countries),TEA,2007,90.9317398071289
Europe & Central Asia (IDA & IBRD countries),TEC,2007,96.5292510986328
Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,90.4984893798828
Timor-Leste,TLS,2007,43.0
Middle East & North Africa (IDA & IBRD countries),TMN,2007,64.304573059082
South Asia (IDA & IBRD),TSA,2007,49.7670516967773
Sub-Saharan Africa (IDA & IBRD countries),TSS,2007,49.1906585693359
Tunisia,TUN,2007,69.0
Turkiye,TUR,2007,81.0
Upper middle income,UMC,2007,90.2290878295898
Uruguay,URY,2007,98.0
"Venezuela, RB",VEN,2007,95.0
World,WLD,2007,78.2909088134766
South Africa,ZAF,2007,87.0
Zambia,ZMB,2007,51.7869682312012
Africa Eastern and Southern,AFE,2008,55.5741996765137
Africa Western and Central,AFW,2008,40.5154495239258
Albania,ALB,2008,95.0
Arab World,ARB,2008,61.5108299255371
Burundi,BDI,2008,43.0
Bolivia,BOL,2008,87.0
Brazil,BRA,2008,90.0
Colombia,COL,2008,93.0
Caribbean small states,CSS,2008,92.7727432250977
Algeria,DZA,2008,68.0
East Asia & Pacific (excluding high income),EAP,2008,91.4657516479492
Early-demographic dividend,EAR,2008,64.9086380004883
East Asia & Pacific,EAS,2008,91.2227935791016
Europe & Central Asia (excluding high income),ECA,2008,93.9079513549805
Europe & Central Asia,ECS,2008,96.5767211914062
Ecuador,ECU,2008,91.0
Eritrea,ERI,2008,55.0
Spain,ESP,2008,97.0
Fragile and conflict affected situations,FCS,2008,54.7046394348145
Heavily indebted poor countries (HIPC),HPC,2008,44.3913993835449
IBRD only,IBD,2008,81.1361999511719
IDA & IBRD total,IBT,2008,74.9826736450195
IDA total,IDA,2008,49.9463500976562
IDA blend,IDB,2008,50.522289276123
Indonesia,IDN,2008,89.0
IDA only,IDX,2008,49.6634902954102
"Iran, Islamic Rep.",IRN,2008,78.0
Cambodia,KHM,2008,70.0
"Korea, Rep.",KOR,2008,98.0
Kuwait,KWT,2008,92.0
Latin America & Caribbean (excluding high income),LAC,2008,90.4724197387695
Latin America & Caribbean,LCN,2008,91.0545196533203
Least developed countries: UN classification,LDC,2008,45.7178916931152
Low income,LIC,2008,44.2454490661621
Sri Lanka,LKA,2008,89.0
Lower middle income,LMC,2008,57.391529083252
Low & middle income,LMY,2008,74.6257934570312
Late-demographic dividend,LTE,2008,92.2506713867188
Morocco,MAR,2008,43.0
Middle East & North Africa,MEA,2008,68.9289321899414
Mexico,MEX,2008,91.0
Middle income,MIC,2008,76.8558120727539
Middle East & North Africa (excluding high income),MNA,2008,66.9091873168945
North America,NAC,2008,98.6305313110352
Nigeria,NGA,2008,41.3867607116699
Oman,OMN,2008,81.0
Other small states,OSS,2008,78.5494918823242
Pakistan,PAK,2008,40.0
Philippines,PHL,2008,96.0
Pre-demographic dividend,PRE,2008,45.7337188720703
"Korea, Dem. People's Rep.",PRK,2008,100.0
Paraguay,PRY,2008,92.0
West Bank and Gaza,PSE,2008,91.0
Qatar,QAT,2008,93.0
South Asia,SAS,2008,50.9046401977539
Sudan,SDN,2008,47.0
El Salvador,SLV,2008,81.0
Sub-Saharan Africa (excluding high income),SSA,2008,49.5908393859863
South Sudan,SSD,2008,19.0
Sub-Saharan Africa,SSF,2008,49.5970001220703
Small states,SST,2008,82.0863723754883
Sao Tome and Principe,STP,2008,60.0830307006836
Suriname,SUR,2008,94.0
East Asia & Pacific (IDA & IBRD countries),TEA,2008,91.3531494140625
Europe & Central Asia (IDA & IBRD countries),TEC,2008,96.6995086669922
Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,90.8379669189453
Middle East & North Africa (IDA & IBRD countries),TMN,2008,66.6686477661133
South Asia (IDA & IBRD),TSA,2008,50.9046401977539
Sub-Saharan Africa (IDA & IBRD countries),TSS,2008,49.5970001220703
Tunisia,TUN,2008,69.0
Upper middle income,UMC,2008,90.7956695556641
Uruguay,URY,2008,98.0
World,WLD,2008,78.7642364501953
Africa Eastern and Southern,AFE,2009,56.4384613037109
Africa Western and Central,AFW,2009,40.5085792541504
Arab World,ARB,2009,60.0424995422363
Azerbaijan,AZE,2009,100.0
Belarus,BLR,2009,99.0
Bolivia,BOL,2009,87.0
Brazil,BRA,2009,90.0
Colombia,COL,2009,93.0
East Asia & Pacific (excluding high income),EAP,2009,91.9042816162109
Early-demographic dividend,EAR,2009,65.8659591674805
East Asia & Pacific,EAS,2009,91.6461029052734
Europe & Central Asia (excluding high income),ECA,2009,95.3482513427734
Europe & Central Asia,ECS,2009,96.9983291625977
Ecuador,ECU,2009,91.0
Spain,ESP,2009,97.0
Fragile and conflict affected situations,FCS,2009,53.8899688720703
Greece,GRC,2009,92.0
Guyana,GUY,2009,87.2519836425781
Heavily indebted poor countries (HIPC),HPC,2009,44.6898498535156
IBRD only,IBD,2009,81.5836868286133
IDA & IBRD total,IBT,2009,75.3708801269531
IDA total,IDA,2009,50.3816184997559
IDA blend,IDB,2009,51.3270797729492
Indonesia,IDN,2009,90.0
IDA only,IDX,2009,49.9167289733887
Kazakhstan,KAZ,2009,100.0
Kyrgyz Republic,KGZ,2009,99.0
Cambodia,KHM,2009,69.0
Latin America & Caribbean (excluding high income),LAC,2009,90.7022476196289
Lebanon,LBN,2009,88.0
Latin America & Caribbean,LCN,2009,91.2600936889648
Least developed countries: UN classification,LDC,2009,46.3741989135742
Low income,LIC,2009,44.7389602661133
Lower middle income,LMC,2009,58.2235412597656
Low & middle income,LMY,2009,75.0185012817383
Lesotho,LSO,2009,84.9639587402344
Late-demographic dividend,LTE,2009,92.640007019043
Morocco,MAR,2009,44.0
Madagascar,MDG,2009,61.6414108276367
Middle East & North Africa,MEA,2009,67.7266235351562
Mexico,MEX,2009,92.0
Middle income,MIC,2009,77.2734603881836
Middle East & North Africa (excluding high income),MNA,2009,65.3731002807617
Mozambique,MOZ,2009,36.0
Other small states,OSS,2009,77.8503494262695
Pakistan,PAK,2009,40.0
Pre-demographic dividend,PRE,2009,44.5751419067383
Paraguay,PRY,2009,93.0
West Bank and Gaza,PSE,2009,91.0
Qatar,QAT,2009,93.0
South Asia,SAS,2009,51.9638710021973
Senegal,SEN,2009,37.0
El Salvador,SLV,2009,82.0
Sub-Saharan Africa (excluding high income),SSA,2009,50.1145210266113
Sub-Saharan Africa,SSF,2009,50.1205711364746
Small states,SST,2009,81.6096420288086
East Asia & Pacific (IDA & IBRD countries),TEA,2009,91.7976989746094
Europe & Central Asia (IDA & IBRD countries),TEC,2009,97.4484329223633
Togo,TGO,2009,44.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,2009,91.053337097168
Middle East & North Africa (IDA & IBRD countries),TMN,2009,65.1082000732422
South Asia (IDA & IBRD),TSA,2009,51.9638710021973
Sub-Saharan Africa (IDA & IBRD countries),TSS,2009,50.1205711364746
Turkiye,TUR,2009,85.0
Upper middle income,UMC,2009,91.074821472168
Uruguay,URY,2009,99.0
"Venezuela, RB",VEN,2009,95.0
Viet Nam,VNM,2009,91.0
World,WLD,2009,79.0794677734375
South Africa,ZAF,2009,92.0
Aruba,ABW,2010,97.0
Africa Eastern and Southern,AFE,2010,57.3303909301758
Africa Western and Central,AFW,2010,41.5085716247559
Arab World,ARB,2010,60.8966102600098
Azerbaijan,AZE,2010,100.0
Brazil,BRA,2010,91.0
Central African Republic,CAF,2010,24.355489730835
China,CHN,2010,93.0
Cameroon,CMR,2010,65.0
Colombia,COL,2010,93.0
Dominican Republic,DOM,2010,90.0
East Asia & Pacific (excluding high income),EAP,2010,92.1824569702148
Early-demographic dividend,EAR,2010,68.1757965087891
East Asia & Pacific,EAS,2010,91.8562316894531
Europe & Central Asia (excluding high income),ECA,2010,96.1520309448242
Europe & Central Asia,ECS,2010,97.2441177368164
Ecuador,ECU,2010,90.0
"Egypt, Arab Rep.",EGY,2010,64.0
Spain,ESP,2010,97.0
Fragile and conflict affected situations,FCS,2010,54.4053115844727
Ghana,GHA,2010,65.0
Guinea,GIN,2010,12.0
Equatorial Guinea,GNQ,2010,90.6760787963867
Honduras,HND,2010,85.0
Heavily indebted poor countries (HIPC),HPC,2010,46.1805305480957
IBRD only,IBD,2010,82.6300811767578
IDA & IBRD total,IBT,2010,76.5336990356445
IDA total,IDA,2010,52.3255500793457
IDA blend,IDB,2010,51.9972190856934
IDA only,IDX,2010,52.4871482849121
Jordan,JOR,2010,89.0
Kazakhstan,KAZ,2010,99.7389907836914
Kuwait,KWT,2010,93.0
Latin America & Caribbean (excluding high income),LAC,2010,90.7395324707031
Latin America & Caribbean,LCN,2010,91.2537002563477
Least developed countries: UN classification,LDC,2010,48.9755592346191
Low income,LIC,2010,45.5759086608887
Sri Lanka,LKA,2010,90.0
Lower middle income,LMC,2010,60.9461708068848
Low & middle income,LMY,2010,76.209831237793
Late-demographic dividend,LTE,2010,92.8477401733398
Middle East & North Africa,MEA,2010,68.4610595703125
Mexico,MEX,2010,92.0
Middle income,MIC,2010,78.5253372192383
Mali,MLI,2010,20.0
Middle East & North Africa (excluding high income),MNA,2010,66.0334777832031
Mongolia,MNG,2010,98.0
Malawi,MWI,2010,51.2519683837891
Malaysia,MYS,2010,91.0
Oman,OMN,2010,82.0
Other small states,OSS,2010,78.2458877563477
Pakistan,PAK,2010,41.0
Panama,PAN,2010,93.0
Papua New Guinea,PNG,2010,57.9000015258789
Pre-demographic dividend,PRE,2010,45.6080017089844
Puerto Rico,PRI,2010,93.0
Paraguay,PRY,2010,93.0
West Bank and Gaza,PSE,2010,92.0
Qatar,QAT,2010,95.0
Russian Federation,RUS,2010,100.0
Rwanda,RWA,2010,61.5486106872559
South Asia,SAS,2010,55.7607383728027
Singapore,SGP,2010,94.0
El Salvador,SLV,2010,82.0
Sub-Saharan Africa (excluding high income),SSA,2010,51.0536994934082
Sub-Saharan Africa,SSF,2010,51.0595893859863
Small states,SST,2010,81.8711929321289
Suriname,SUR,2010,94.0
Eswatini,SWZ,2010,82.4475479125977
Seychelles,SYC,2010,94.0
East Asia & Pacific (IDA & IBRD countries),TEA,2010,92.0797271728516
Europe & Central Asia (IDA & IBRD countries),TEC,2010,97.8379592895508
Thailand,THA,2010,96.0
Tajikistan,TJK,2010,99.5999984741211
Latin America & the Caribbean (IDA & IBRD countries),TLA,2010,91.0480804443359
Timor-Leste,TLS,2010,53.0
Middle East & North Africa (IDA & IBRD countries),TMN,2010,65.769172668457
